id,date,time,latitude,longitude
C30011,10-03-2014,08:17:49,-22.954477,-43.357521
C30011,10-03-2014,08:18:49,-22.959536,-43.357613
C30011,10-03-2014,08:19:48,-22.963343,-43.357342
C30011,10-03-2014,08:20:48,-22.968254,-43.358448
C30011,10-03-2014,08:23:18,-22.981539,-43.366058
C30011,10-03-2014,08:23:38,-22.982746,-43.366089
C30011,10-03-2014,08:25:18,-22.990738,-43.366211
C30011,10-03-2014,08:25:48,-22.992985,-43.366272
C30011,10-03-2014,08:27:18,-23.000757,-43.368885
C30011,10-03-2014,08:29:18,-23.001572,-43.364319
C30011,10-03-2014,08:30:18,-23.001314,-43.365219
C30011,10-03-2014,08:31:18,-23.001308,-43.365372
C30011,10-03-2014,08:31:48,-23.001308,-43.365372
C30011,10-03-2014,08:33:18,-23.001308,-43.365372
C30011,10-03-2014,08:33:48,-23.001308,-43.365372
C30011,10-03-2014,08:35:18,-23.001293,-43.365593
C30011,10-03-2014,08:36:18,-23.001268,-43.366146
C30011,10-03-2014,08:37:18,-23.001633,-43.367912
C30011,10-03-2014,08:37:48,-23.002871,-43.365952
C30011,10-03-2014,08:39:18,-22.994789,-43.365612
C30011,10-03-2014,08:40:18,-22.989592,-43.365479
C30011,10-03-2014,08:41:18,-22.984211,-43.365242
C30011,10-03-2014,08:42:18,-22.984211,-43.365242
C30011,10-03-2014,08:43:18,-22.980013,-43.365364
C30011,10-03-2014,08:44:18,-22.971001,-43.360691
C30011,10-03-2014,08:45:18,-22.963963,-43.356979
C30011,10-03-2014,08:46:18,-22.962326,-43.357025
C30011,10-03-2014,08:47:18,-22.958675,-43.357082
C30011,10-03-2014,08:48:18,-22.955532,-43.355228
C30011,10-03-2014,08:49:18,-22.952677,-43.351982
C30011,10-03-2014,08:50:18,-22.949848,-43.348511
C30011,10-03-2014,08:51:18,-22.948851,-43.348228
C30011,10-03-2014,08:52:18,-22.944731,-43.346329
C30011,10-03-2014,08:53:18,-22.942307,-43.345161
C30011,10-03-2014,08:54:18,-22.941847,-43.344727
